filter,contract_id,entry_timestamp_utc,arb_type,arb_cost,theoretical_profit,actual_payout,actual_pnl,fee_adjusted_payout,fee_adjusted_pnl,dangerous_contract_entry,kalshi_outcome,polymarket_outcome,source_price_gap,min_distance_from_target,seconds_to_expiry,price_direction_agreement,target_divergence,abs_target_divergence
direction_agree and gap<=5 and min_distance>=10,KXBTC15M-26MAY171100-00,2026-05-17T14:46:04.353Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,2.6386299999867333,23.70000000001164,835.647,True,6.613669999991544,6.613669999991544
direction_agree and gap<=5 and min_distance>=10,KXBTC15M-26MAY171115-15,2026-05-17T15:01:21.267Z,K+NP,0.91,0.08999999999999997,1.0,0.08999999999999997,0.98,0.06999999999999995,False,YES,YES,4.9263986781734275,40.690801678050775,818.733,True,13.095597000123234,13.095597000123234
direction_agree and gap<=5 and min_distance>=10,KXBTC15M-26MAY171130-30,2026-05-17T15:15:58.930Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,4.563638756779255,32.54604375678173,841.07,True,13.607594999994035,13.607594999994035
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170000-00,2026-05-17T03:46:57.191Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,0.8548899999877904,1.1803822574875085,782.809,True,9.434507742509595,9.434507742509595
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170015-15,2026-05-17T04:00:17.652Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,9.313253011874622,9.35000000000582,882.348,True,9.076165098696947,9.076165098696947
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170030-30,2026-05-17T04:15:20.966Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,1.5377253588085296,2.0366807529499056,879.034,True,1.6255938882386545,1.6255938882386545
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170045-45,2026-05-17T04:30:25.266Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,7.880517011421034,9.367737011416466,874.734,True,8.32278000000224,8.32278000000224
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170100-00,2026-05-17T04:45:24.991Z,NK+P,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,NO,NO,0.5425171174283605,3.7700000000040745,875.009,True,6.785904999997001,6.785904999997001
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170115-15,2026-05-17T05:00:49.382Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,1.2856150000006892,1.9054750000068452,850.618,True,16.118909999990137,16.118909999990137
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170130-30,2026-05-17T05:16:54.320Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,8.561220000003232,27.677939999994123,785.68,True,15.10327999999572,15.10327999999572
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170145-45,2026-05-17T05:32:36.022Z,NK+P,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,NO,NO,5.781869999991613,8.970000000001164,743.978,True,4.728445000000647,4.728445000000647
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170200-00,2026-05-17T05:47:23.341Z,K+NP,0.87,0.13,1.0,0.13,0.98,0.10999999999999999,False,NO,NO,5.544558176712599,5.720000000001164,756.659,True,18.49141624281765,18.49141624281765
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170215-15,2026-05-17T06:00:17.209Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,0.16509316863084678,0.20999999999185093,882.791,True,8.841815000007045,8.841815000007045
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170230-30,2026-05-17T06:16:29.831Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,1.2216832587582758,3.7000000000116415,810.169,True,5.440101963176858,5.440101963176858
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170245-45,2026-05-17T06:32:30.584Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,1.8589479486981872,2.279999999998836,749.416,True,3.425893490712042,3.425893490712042
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170300-00,2026-05-17T06:45:34.220Z,NK+P,0.93,0.06999999999999995,1.0,0.06999999999999995,0.98,0.04999999999999993,False,YES,YES,3.5132773223303957,4.630000000004657,865.78,True,4.6233738814044045,4.6233738814044045
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170315-15,2026-05-17T07:00:42.675Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,0.5819802656187676,2.5899999999965075,857.325,True,6.5513768860691926,6.5513768860691926
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170330-30,2026-05-17T07:16:13.947Z,K+NP,0.95,0.050000000000000044,1.0,0.050000000000000044,0.98,0.030000000000000027,False,YES,YES,2.734185000008438,11.523345000008703,826.053,True,9.910839999996824,9.910839999996824
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170345-45,2026-05-17T07:30:52.092Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,0.22894499999529216,5.889999999999418,847.908,True,7.419700000013108,7.419700000013108
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170400-00,2026-05-17T07:46:00.710Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,0.712416982583818,1.3499999999912689,839.29,True,5.5157136124471435,5.5157136124471435
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170415-15,2026-05-17T08:00:34.472Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,1.1049925764236832,2.8099999999976717,865.528,True,3.9045038157055387,3.9045038157055387
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170430-30,2026-05-17T08:16:11.799Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,1.8802037423592992,3.9361062576354016,828.201,True,7.413690000001225,7.413690000001225
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170445-45,2026-05-17T08:30:27.577Z,K+NP,0.99,0.010000000000000009,0.0,-0.99,0.0,-0.99,True,NO,YES,1.1242808847309789,4.562217293860158,872.423,True,4.542063590866746,4.542063590866746
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170500-00,2026-05-17T08:54:37.447Z,NK+P,0.769,0.23099999999999998,0.0,-0.769,0.0,-0.769,True,YES,NO,0.4341070984955877,3.50615772625315,322.553,True,-25.409735175257083,25.409735175257083
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170515-15,2026-05-17T09:02:54.334Z,K+NP,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,YES,YES,1.6584872757957783,12.339999999996508,725.666,True,6.018038671580143,6.018038671580143
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170530-30,2026-05-17T09:15:19.187Z,NK+P,0.9400000000000001,0.05999999999999994,1.0,0.05999999999999994,0.98,0.039999999999999925,False,NO,YES,4.564689999999246,8.219999999986612,880.813,True,5.697376540207188,5.697376540207188
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170545-45,2026-05-17T09:30:25.453Z,NK+P,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,NO,NO,2.2051863563683582,6.30817378575739,874.547,True,-4.87663985787367,4.87663985787367
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170600-00,2026-05-17T09:45:34.150Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,0.0636213261022931,0.6300000000046566,865.85,True,3.2911764201999176,3.2911764201999176
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170615-15,2026-05-17T10:02:38.424Z,NK+P,0.9199999999999999,0.08000000000000007,1.0,0.08000000000000007,0.98,0.06000000000000005,False,YES,YES,0.05269500000576954,4.389999999999418,741.576,True,9.793154999992112,9.793154999992112
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170630-30,2026-05-17T10:15:42.711Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,7.777323809772497,9.639999999999418,857.289,True,15.493403864151333,15.493403864151333
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170645-45,2026-05-17T10:30:45.506Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,10.217479999992065,18.70794744702289,854.494,True,14.21953255297558,14.21953255297558
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170700-00,2026-05-17T10:48:33.137Z,NK+P,0.85,0.15000000000000002,1.0,0.15000000000000002,0.98,0.13,False,NO,NO,1.340118188469205,4.219999999986612,686.863,True,-24.096475000013015,24.096475000013015
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170715-15,2026-05-17T11:00:38.089Z,NK+P,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,NO,NO,6.963206324013299,8.39528541539039,861.911,True,-6.6715082606096985,6.6715082606096985
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170730-30,2026-05-17T11:15:54.288Z,K+NP,0.9000000000000001,0.09999999999999987,1.0,0.09999999999999987,0.98,0.07999999999999985,False,NO,NO,18.104004420601996,24.231980228374596,845.712,True,32.46202419222391,32.46202419222391
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170745-45,2026-05-17T11:32:12.653Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,11.733494495550985,36.16000000000349,767.347,True,7.5291843154263915,7.5291843154263915
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170800-00,2026-05-17T11:45:49.306Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,YES,0.46154733485309407,26.110000000000582,850.694,True,15.637159999998403,15.637159999998403
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170815-15,2026-05-17T12:01:24.085Z,NK+P,0.98,0.020000000000000018,0.0,-0.98,0.0,-0.98,True,YES,NO,5.038519999987329,5.5,815.915,True,5.8562199999869335,5.8562199999869335
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170830-30,2026-05-17T12:20:03.729Z,K+NP,0.78,0.21999999999999997,0.0,-0.78,0.0,-0.78,True,NO,YES,17.860516568936873,22.517854193094536,596.271,True,54.59266237584234,54.59266237584234
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170845-45,2026-05-17T12:32:47.726Z,K+NP,0.9099999999999999,0.09000000000000008,1.0,0.09000000000000008,0.98,0.07000000000000006,False,YES,YES,6.152641598586342,7.183760194689967,732.274,True,10.18888140389754,10.18888140389754
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170900-00,2026-05-17T12:45:50.102Z,NK+P,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,NO,NO,0.8791600000113249,1.8699999999953434,849.898,True,-0.26624597754562274,0.26624597754562274
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170915-15,2026-05-17T13:00:26.738Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,9.662761760133435,21.947455198373063,873.262,True,13.375306561763864,13.375306561763864
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170930-30,2026-05-17T13:16:04.411Z,K+NP,0.95,0.050000000000000044,0.0,-0.95,0.0,-0.95,True,NO,YES,6.929866437407327,31.895792584735318,835.589,True,17.7340738526691,17.7340738526691
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY170945-45,2026-05-17T13:30:25.702Z,NK+P,0.95,0.050000000000000044,1.0,0.050000000000000044,0.98,0.030000000000000027,False,NO,NO,11.706599321754766,13.779999999998836,874.298,True,-4.499591885934933,4.499591885934933
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY171000-00,2026-05-17T13:45:31.459Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,4.626514999996289,5.989999999990687,868.541,True,12.707459057448432,12.707459057448432
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY171015-15,2026-05-17T14:01:22.030Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,18.730744999993476,20.75,817.97,True,11.968290973294643,11.968290973294643
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY171030-30,2026-05-17T14:15:29.728Z,K+NP,0.9099999999999999,0.09000000000000008,1.0,0.09000000000000008,0.98,0.07000000000000006,False,YES,NO,30.783528797808685,56.80999999999767,870.272,True,10.025071753625525,10.025071753625525
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY171045-45,2026-05-17T14:32:17.705Z,K+NP,0.88,0.12,1.0,0.12,0.98,0.09999999999999998,False,NO,NO,8.533005000004778,55.382855000003474,762.295,True,42.47015000000829,42.47015000000829
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY171100-00,2026-05-17T14:45:08.332Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,2.5325723754940554,3.639999999999418,891.668,True,6.613669999991544,6.613669999991544
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY171115-15,2026-05-17T15:00:52.384Z,K+NP,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,YES,YES,13.23475631052861,18.74000000000524,847.616,True,13.095597000123234,13.095597000123234
direction_agree and gap_ratio<=1 and seconds_to_expiry>=30,KXBTC15M-26MAY171130-30,2026-05-17T15:15:28.848Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,7.262108724244172,33.754513724241406,871.152,True,13.607594999994035,13.607594999994035
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170000-00,2026-05-17T03:50:05.173Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,3.5755750000098487,13.410000000003492,594.827,True,9.434507742509595,9.434507742509595
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170015-15,2026-05-17T04:01:13.556Z,NK+P,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,YES,YES,0.2426082898164168,10.796443191124126,826.444,True,9.076165098696947,9.076165098696947
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170030-30,2026-05-17T04:16:16.961Z,NK+P,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,YES,YES,1.9085991226893384,12.406994765551644,823.039,True,1.6255938882386545,1.6255938882386545
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170045-45,2026-05-17T04:32:29.281Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,4.527090000003227,33.294309999997495,750.719,True,8.32278000000224,8.32278000000224
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170100-00,2026-05-17T04:54:51.959Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,1.9298647945688572,11.5842302054225,308.041,True,6.785904999997001,6.785904999997001
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170145-45,2026-05-17T05:33:34.024Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,2.1218192416563397,13.429735758341849,685.976,True,4.728445000000647,4.728445000000647
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170215-15,2026-05-17T06:00:55.058Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,1.7567300000082469,10.770000000004075,844.942,True,8.841815000007045,8.841815000007045
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170230-30,2026-05-17T06:19:06.059Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,4.815432586357929,28.16533062317467,653.941,True,5.440101963176858,5.440101963176858
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170245-45,2026-05-17T06:33:42.571Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,4.494299999991199,10.321593490720261,677.429,True,3.425893490712042,3.425893490712042
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170300-00,2026-05-17T06:46:48.240Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,3.671098369799438,15.200000000011642,791.76,True,4.6233738814044045,4.6233738814044045
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170315-15,2026-05-17T07:05:12.112Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,3.245516711860546,11.924139825787279,587.888,True,6.5513768860691926,6.5513768860691926
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170330-30,2026-05-17T07:16:13.947Z,K+NP,0.95,0.050000000000000044,1.0,0.050000000000000044,0.98,0.030000000000000027,False,YES,YES,2.734185000008438,11.523345000008703,826.053,True,9.910839999996824,9.910839999996824
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170345-45,2026-05-17T07:31:16.125Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,YES,YES,1.602671228480176,11.189999999987776,823.875,True,7.419700000013108,7.419700000013108
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170400-00,2026-05-17T07:49:12.920Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,2.562477352199494,10.539999999993597,647.08,True,5.5157136124471435,5.5157136124471435
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170415-15,2026-05-17T08:01:54.851Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,3.5297199999913573,31.82521618429746,785.149,True,3.9045038157055387,3.9045038157055387
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170430-30,2026-05-17T08:19:26.895Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,2.563151479494991,67.9131585205032,633.105,True,7.413690000001225,7.413690000001225
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170445-45,2026-05-17T08:38:39.807Z,NK+P,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,YES,4.7124799999874085,37.8395835908741,380.193,True,4.542063590866746,4.542063590866746
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170515-15,2026-05-17T09:02:54.334Z,K+NP,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,YES,YES,1.6584872757957783,12.339999999996508,725.666,True,6.018038671580143,6.018038671580143
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170530-30,2026-05-17T09:15:39.164Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,YES,3.083565000008093,15.229999999995925,860.836,True,5.697376540207188,5.697376540207188
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170545-45,2026-05-17T09:34:49.440Z,NK+P,0.9199999999999999,0.08000000000000007,1.0,0.08000000000000007,0.98,0.06000000000000005,False,NO,NO,0.5784200000052806,14.0,610.56,True,-4.87663985787367,4.87663985787367
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170600-00,2026-05-17T09:47:49.109Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,3.5707291132130194,12.310447306997958,730.891,True,3.2911764201999176,3.2911764201999176
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170615-15,2026-05-17T10:03:08.811Z,NK+P,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,YES,YES,4.94415902835317,14.320000000006985,711.189,True,9.793154999992112,9.793154999992112
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170645-45,2026-05-17T10:30:59.511Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,4.20360611929209,19.324073566313018,840.489,True,14.21953255297558,14.21953255297558
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170715-15,2026-05-17T11:00:58.070Z,NK+P,0.9400000000000001,0.05999999999999994,1.0,0.05999999999999994,0.98,0.039999999999999925,False,NO,NO,2.1645450000069104,12.539999999993597,841.93,True,-6.6715082606096985,6.6715082606096985
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170745-45,2026-05-17T11:32:46.643Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,1.7549730480386643,26.665842636532034,733.357,True,7.5291843154263915,7.5291843154263915
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170815-15,2026-05-17T12:04:46.335Z,NK+P,0.94,0.06000000000000005,0.0,-0.94,0.0,-0.94,True,YES,NO,4.179115000006277,14.210000000006403,613.665,True,5.8562199999869335,5.8562199999869335
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170845-45,2026-05-17T12:34:53.771Z,K+NP,0.93,0.06999999999999995,1.0,0.06999999999999995,0.98,0.04999999999999993,False,YES,YES,0.7039480651001213,14.559999999997672,606.229,True,10.18888140389754,10.18888140389754
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170900-00,2026-05-17T12:49:08.855Z,NK+P,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,3.9238400000031106,29.610000000000582,651.145,True,-0.26624597754562274,0.26624597754562274
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170915-15,2026-05-17T13:01:02.658Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,NO,NO,4.436945023146109,27.601638461390394,837.342,True,13.375306561763864,13.375306561763864
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY170945-45,2026-05-17T13:31:26.489Z,NK+P,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,NO,NO,1.4485487103229389,17.570000000006985,813.511,True,-4.499591885934933,4.499591885934933
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY171000-00,2026-05-17T13:56:19.991Z,K+NP,0.9670000000000001,0.03299999999999992,1.0,0.03299999999999992,0.98,0.0129999999999999,False,NO,NO,4.14770000000135,54.10484094255662,220.009,True,12.707459057448432,12.707459057448432
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY171015-15,2026-05-17T14:01:42.013Z,K+NP,0.96,0.040000000000000036,1.0,0.040000000000000036,0.98,0.020000000000000018,False,NO,NO,4.7907450000057,28.05096402669733,797.987,True,11.968290973294643,11.968290973294643
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY171030-30,2026-05-17T14:15:49.773Z,K+NP,0.94,0.06000000000000005,1.0,0.06000000000000005,0.98,0.040000000000000036,False,YES,NO,1.3071800000034273,89.95774824636464,850.227,True,10.025071753625525,10.025071753625525
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY171100-00,2026-05-17T14:46:04.353Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,2.6386299999867333,23.70000000001164,835.647,True,6.613669999991544,6.613669999991544
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY171115-15,2026-05-17T15:01:21.267Z,K+NP,0.91,0.08999999999999997,1.0,0.08999999999999997,0.98,0.06999999999999995,False,YES,YES,4.9263986781734275,40.690801678050775,818.733,True,13.095597000123234,13.095597000123234
direction_agree and gap<=5 and min_distance>=10 and abs_target_divergence<=15,KXBTC15M-26MAY171130-30,2026-05-17T15:15:58.930Z,K+NP,0.97,0.030000000000000027,1.0,0.030000000000000027,0.98,0.010000000000000009,False,NO,NO,4.563638756779255,32.54604375678173,841.07,True,13.607594999994035,13.607594999994035
time_scaled_distance and gap<=5 and target_divergence<=15,KXBTC15M-26MAY170000-00,2026-05-17T03:50:51.192Z,K+NP,0.98,0.020000000000000018,1.0,0.020000000000000018,0.98,0.0,False,NO,NO,4.909611247945577,30.25,548.808,True,9.434507742509595,9.434507742509595
time_scaled_distance and gap<=5 and target_divergence<=15,KXBTC15M-26MAY170015-15,2026-05-17T04:06:42.655Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,3.461824628917384,43.75999999999476,497.345,True,9.076165098696947,9.076165098696947
time_scaled_distance and gap<=5 and target_divergence<=15,KXBTC15M-26MAY170030-30,2026-05-17T04:21:52.055Z,K+NP,0.99,0.010000000000000009,1.0,0.010000000000000009,0.98,-0.010000000000000009,False,YES,YES,2.8789439521642635,27.610000000000582,487.945,True,1.6255938882386545,1.6255938882386545
